(40.79004890680245, -73.95721778002519)
(40.78992084781209, -73.95673948968161)
(40.78998806699835, -73.95673704482049)
(40.78986744471162, -73.95475237916818)
(40.78991262646682, -73.954728315505)
(40.78995433416591, -73.95466830217089)
(40.78995174728593, -73.95455138777024)
(40.78998901411245, -73.95444415294281)
(40.78991405244968, -73.95428806962452)
(40.79006619183411, -73.95887212388469)
(40.79003365706748, -73.95875669874864)
(40.79026826319273, -73.957948148821)
(40.79020602536502, -73.95784503096456)
(40.79014581892944, -73.9577465117161)
(40.79003672073359, -73.95759930367085)
(40.79013713322443, -73.95716495486842)
(40.79005298260599, -73.95672512065838)
(40.79011319996486, -73.9567049402915)
(40.79016429307666, -73.95668531224692)
(40.79025972527775, -73.9566289415286)
(40.79048040271461, -73.95622650125704)
(40.79007635975842, -73.95465500116059)
(40.79004170883952, -73.954407435764)
(40.79009172626249, -73.95437325410829)
(40.79017416926774, -73.95937821789704)
(40.79030701913997, -73.95917463248013)
(40.79009079156668, -73.95897041905101)
(40.7904257840696, -73.95838499175063)
(40.79038897827613, -73.95824242099674)
(40.79034305936962, -73.95813351645798)
(40.79029598326487, -73.95802809888716)
(40.790241648066, -73.95789756639846)
(40.79023792172633, -73.95766062088958)
(40.79030540124246, -73.95763256808998)
(40.79022194856007, -73.95710827319006)
(40.79021756989516, -73.95665716064394)
(40.79030497846041, -73.95659253084965)
(40.79034664691459, -73.95655755805649)
(40.7904667100898, -73.95628337004688)
(40.79049539964242, -73.95616968616415)
(40.79051378457759, -73.95611393540095)
(40.79053699738461, -73.95605824693624)
(40.79056620004116, -73.95600512506103)
(40.79026663956701, -73.95465643128847)
(40.79019636719715, -73.95465226170754)
(40.79019191391476, -73.95429770089885)
(40.79023867215186, -73.95425807081052)
(40.79022227160234, -73.95961265475867)
(40.79049075378772, -73.95942892890812)
(40.7903991838394, -73.95915902724548)
(40.79050213110645, -73.95888353731483)
(40.79048755746501, -73.9587227592821)
(40.79047079002495, -73.95860076025458)
(40.79043955115108, -73.95845604794926)
(40.79041218161419, -73.95832375367051)
(40.79036664836974, -73.95818544021262)
(40.79031703268561, -73.95808138522422)
(40.79035890622541, -73.95760221198552)
(40.79043926954751, -73.95754654282177)
(40.79030472627808, -73.95704997714274)
(40.79038574459595, -73.95699096358769)
(40.79039661989889, -73.95650589758539)
(40.79044118534837, -73.95637262532588)
(40.79059817013108, -73.95595525266822)
(40.79063425955796, -73.95591134665126)
(40.79043275511037, -73.95467325345811)
(40.79037185129985, -73.95466236787898)
(40.79032186005844, -73.95465874287007)
(40.79028213298964, -73.9542161414017)
(40.79032728989836, -73.95417500828053)
(40.79031053580663, -73.95399398401317)
(40.79052114749181, -73.95980605395499)
(40.79050606297084, -73.95973455455551)
(40.79049094932202, -73.9595889513821)
(40.79049196172419, -73.95928023438024)
(40.79049261417035, -73.95916070834839)
(40.79050648895409, -73.95902166195624)
(40.79049529517679, -73.9584673248721)
(40.79039959738901, -73.95757629085124)
(40.79047964370353, -73.95751503598748)
(40.7905232933717, -73.95748085480095)
(40.7905692402345, -73.95744322302072)
(40.79046519243976, -73.95693150158313)
(40.79054428535778, -73.95687060457907)
(40.79042590463669, -73.95643568229485)
(40.79067170131065, -73.95587106749478)
(40.79071109906278, -73.95583386602273)
(40.79085648173244, -73.9549498792922)
(40.79049594273999, -73.95467769152941)
(40.79042752664005, -73.95411435936863)
(40.79047984702961, -73.95408184279307)
(40.79052429236504, -73.95404991769632)
(40.79046760231125, -73.95388447534997)
(40.7906624193532, -73.96019282432484)
(40.79063388358576, -73.96013818422244)
(40.7905837897039, -73.96001583238997)
(40.79054027075928, -73.95987661824634)
(40.79071296152856, -73.95932827142076)
(40.79063362872633, -73.95924702626186)
(40.79058923188327, -73.9592125739632)
(40.79049669918437, -73.95880755810278)
(40.79062575873373, -73.95856784795525)
(40.79061507620077, -73.95740411206184)
(40.79066126067824, -73.95736461817152)
(40.79070774699891, -73.95732143970946)
(40.79062415992606, -73.95680567166994)
(40.79070261103275, -73.95673867595212)
(40.79075162785247, -73.9558033590222)
(40.7908812507515, -73.95500248978745)
(40.79071372280038, -73.9547548356894)
(40.79066564370078, -73.95472065163999)
(40.79061427837613, -73.95469746741621)
(40.79057176737472, -73.95401142684824)
(40.79061987614519, -73.95397619315854)
(40.79066915900394, -73.95394203038124)
(40.7908606997846, -73.96043345058534)
(40.79078205500784, -73.96033458208576)
(40.7907409155581, -73.96028766839517)
(40.79075963065682, -73.96010702348559)
(40.79078612001781, -73.96004733927704)
(40.79083011366109, -73.95987742544662)
(40.79083018888163, -73.95967294008355)
(40.79080348614056, -73.95953094076155)
(40.79075644811078, -73.9593990482666)
(40.79072036388293, -73.95933481027551)
(40.7906745305524, -73.95928295141873)
(40.79065505559344, -73.95926117872986)
(40.79073916341207, -73.95856946204833)
(40.79078466308679, -73.95855893502744)
(40.79083251904733, -73.95854712253664)
(40.79075094632532, -73.95728266571862)
(40.7908251449623, -73.9571971440504)
(40.79085997966546, -73.95715034003511)
(40.79077902817237, -73.95667168021107)
(40.79085174813552, -73.95660199385333)
(40.79088778822365, -73.95656728519472)
(40.79079394304559, -73.95577882833648)
(40.79084823301207, -73.9557468947225)
(40.79096954791578, -73.95517689886579)
(40.79093087971962, -73.95510647362768)
(40.79083139228103, -73.95489502525693)
(40.79075776797649, -73.95479638228078)
(40.79071863797686, -73.95390467509556)
(40.79077208023521, -73.9538655850501)
(40.79069888941726, -73.95372061583384)
(40.79092023795459, -73.96102061521282)
(40.7907751190364, -73.96080895992453)
(40.7909490107857, -73.9605486056646)
(40.79093046495753, -73.9604844900469)
(40.79088197187345, -73.96043695081339)
(40.79083402022736, -73.96038962782416)
(40.79087799714853, -73.96001132075581)
(40.79083282733441, -73.95980340143345)
(40.79083418772208, -73.9597350175932)
(40.79081904028529, -73.95960646393559)
(40.79078464443216, -73.95946296067703)
(40.79088227343973, -73.95853011542667)
(40.79093323676427, -73.9585089128048)
(40.79098531771101, -73.95848569934272)
(40.79105143510387, -73.95845528124143)
(40.79078972860719, -73.95724292288776)
(40.79089626832621, -73.95710535374388)
(40.79093310154518, -73.95706099202933)
(40.79096979056403, -73.95701644853102)
(40.79095687350199, -73.9564948185179)
(40.79102560749985, -73.95642253118692)
(40.790899693918, -73.9557130246959)
(40.79094696469194, -73.95567612560944)
(40.79101744186569, -73.95523534494652)
(40.79079733427275, -73.95484351034183)
(40.79109619142849, -73.95432427804965)
(40.79082060728701, -73.95382278880604)
(40.79086546186185, -73.95379016270051)
(40.79091792297347, -73.9537521398402)
(40.79091332168233, -73.95357065779689)
(40.79103423944169, -73.9612062618211)
(40.79096668681723, -73.96109352861215)
(40.79108173458248, -73.96071864761858)
(40.79101504295617, -73.96063210202254)
(40.79100169750706, -73.9605614659765)
(40.7909664612432, -73.96052341350727)
(40.79093260522264, -73.9600031301968)
(40.79111794575983, -73.95841851368851)
(40.79117102365737, -73.95838458478282)
(40.79100672405232, -73.95697622834953)
(40.79106100691338, -73.95692219513775)
(40.79110114227268, -73.9568865675521)
(40.79109645831669, -73.9563481810379)
(40.79116876198827, -73.9562723958746)
(40.7909916717846, -73.95563893511677)
(40.79106193593451, -73.95555435007525)
(40.79106284382703, -73.95527544052494)
(40.79090713768867, -73.95505430444882)
(40.79112227068454, -73.95425552105007)
(40.7911513015469, -73.95418730357447)
(40.79097342433803, -73.9537116676525)
(40.79102792310874, -73.95366919256863)
(40.79123419081532, -73.961575760819)
(40.79116819207928, -73.96145011330229)
(40.79110153153501, -73.96132616970455)
(40.79126338999979, -73.96112527687336)
(40.79122043818024, -73.96102133268798)
(40.79119197209102, -73.96089954124159)
(40.79113989697755, -73.96078744772832)
(40.79120899017611, -73.96068764203397)
(40.79123110862356, -73.96055829157872)
(40.79127012944238, -73.96044732982676)
(40.79129654185535, -73.96039236758548)
(40.79135637181066, -73.96028449438256)
(40.79159348849097, -73.95892455779075)
(40.791226677918, -73.95835568453488)
(40.79128401063682, -73.95833522484334)
(40.79114005202481, -73.95685153644826)
(40.79119765870771, -73.95680779697857)
(40.79123660214081, -73.95677774004226)
(40.79123580002861, -73.9561887182574)
(40.79130193642335, -73.95610611684407)
(40.79102981776404, -73.95559888148803)
(40.79111901927394, -73.95543879254639)
(40.79114778418885, -73.955385333207)
(40.79117235216253, -73.95532507367867)
(40.79111458427334, -73.95530575934198)
(40.79119316892803, -73.95412527557723)
(40.7912452296386, -73.9540868720857)
(40.79108461568421, -73.95362621444403)
(40.79114167422624, -73.95358340267168)
(40.79118262280576, -73.95355719064)
(40.79135529957433, -73.96183683116485)
(40.79129587858973, -73.96170499561698)
(40.79134808854068, -73.96124846918957)
(40.79130686743319, -73.96118506039718)
(40.79124887909952, -73.9610569481842)
(40.79133303023923, -73.96088499488829)
(40.79127684284254, -73.96086804186339)
(40.79121943720429, -73.96062227988527)
(40.79124800359071, -73.96050204863263)
(40.79139649485582, -73.9602396976427)
(40.79144014155389, -73.96019686643206)
(40.79149485029076, -73.96013754005644)
(40.79164480127973, -73.95983620057709)
(40.79166272988987, -73.95945104262441)
(40.79164293481431, -73.95931540472604)
(40.79163477182357, -73.95925502303419)
(40.79160820929496, -73.95905088838649)
(40.79160057397486, -73.95898746464843)
(40.79158341597795, -73.95884907840832)
(40.79154210469633, -73.95862983476437)
(40.79149287468184, -73.95849784650157)
(40.79132849299218, -73.9583254294402)
(40.791316743564, -73.95671018678021)
(40.79135988611176, -73.95668396332388)
(40.79137036274808, -73.95602584725003)
(40.79143894440989, -73.9559477301047)
(40.79135115085165, -73.95538456701655)
(40.79129156688272, -73.95536435514208)
(40.79131105143873, -73.95530679009303)
(40.79135152730645, -73.95524614169138)
(40.79146227918006, -73.95499726500388)
(40.7914780519375, -73.95491664988495)
(40.79150106692285, -73.95484603155914)
(40.79142911188901, -73.95425545569454)
(40.79138672418783, -73.95420417874622)
(40.79134904833455, -73.95414825349836)
(40.79130434162425, -73.95409787618534)
(40.79124086630534, -73.95351704397221)
(40.79129665300906, -73.95347343205465)
(40.79128297754836, -73.95330885876797)
(40.79151023136169, -73.96220758452868)
(40.79146449757131, -73.96208830498043)
(40.79141217887656, -73.96196615547187)
(40.79157926132402, -73.96163459360385)
(40.79147927000688, -73.9613941084028)
(40.79143676656719, -73.96135409114568)
(40.79139272050633, -73.96130437302824)
(40.79144887496221, -73.96092885979006)
(40.79138953812086, -73.96090536546974)
(40.79153512790808, -73.96008330029011)
(40.79159776420558, -73.95997453979008)
(40.79166137347044, -73.95975752056266)
(40.79167211458007, -73.95951816021406)
(40.79165356402968, -73.95937600868723)
(40.79161953880606, -73.95912517707114)
(40.79156286542067, -73.95870476284284)
(40.79151617784875, -73.95856004248294)
(40.79146815930479, -73.95843610277346)
(40.79145874712782, -73.95836185681983)
(40.79142999227518, -73.95831003675411)
(40.79147845815335, -73.95830293050507)
(40.79127661027132, -73.95674468959153)
(40.79140068335747, -73.95665731459381)
(40.79144167030647, -73.95662849786073)
(40.79148325062381, -73.9565974277911)
(40.79159731359675, -73.95644155380023)
(40.79150467934291, -73.95586548733546)
(40.79156749466038, -73.95578019517897)
(40.7914142610712, -73.95539821351066)
(40.79140082831384, -73.9551869869487)
(40.79143845261, -73.95511354000008)
(40.79153472347974, -73.95477239175271)
(40.79157087670658, -73.95470221605598)
(40.79148100077418, -73.95427609401231)
(40.79134720746134, -73.95343272753955)
(40.79139297737577, -73.9533958599356)
(40.79143890402531, -73.9533635892936)
(40.79146681604248, -73.95317683802)
(40.79156023259338, -73.96257695761742)
(40.79160094861493, -73.9624091384154)
(40.79155513971377, -73.96232264886508)
(40.79163487245091, -73.96199650504288)
(40.79159270471224, -73.96186883673047)
(40.79157164124102, -73.96173671871611)
(40.79158254113892, -73.96160027055193)
(40.79155671702243, -73.96146957195405)
(40.79152039149348, -73.96143009088998)
(40.79161557298502, -73.96101017344633)
(40.79157370880367, -73.9609884232115)
(40.79151070232402, -73.96095640380791)
(40.79167668684621, -73.95959507912774)
(40.79157302032149, -73.95876332206272)
(40.79158290328846, -73.95828240109945)
(40.79163751800987, -73.95826935676091)
(40.79152003919604, -73.95656182451471)
(40.79161751709635, -73.95638587148997)
(40.79166575158727, -73.95626300923435)
(40.79163093546455, -73.95569400611613)
(40.79159336399026, -73.95543597846114)
(40.79153152491696, -73.955415916611)
(40.79145228766676, -73.95505605915132)
(40.79162687448455, -73.95458798848813)
(40.7916203679511, -73.95445009967091)
(40.79157531177833, -73.95431979532258)
(40.79152943251965, -73.95429255548488)
(40.79148702702405, -73.95332827846364)
(40.79153726320502, -73.95329453428502)
(40.79158291854569, -73.95326122966749)
(40.79174071088365, -73.96296666708315)
(40.79171516997436, -73.96284954040944)
(40.79167919368685, -73.96265107062308)
(40.79172821059629, -73.9625047068721)
(40.79174162311764, -73.96237638306151)
(40.79171981044968, -73.9622721167902)
(40.79168865998194, -73.96213117387919)
(40.7916557275711, -73.96202723023582)
(40.79161278269935, -73.96192597705567)
(40.79157491644299, -73.96169674468173)
(40.79158788957142, -73.96151091917713)
(40.79178571211561, -73.96111856324464)
(40.79174489248148, -73.96109134984552)
(40.7917015117915, -73.96106243894512)
(40.79165695254807, -73.96103587482168)
(40.79162117365185, -73.9599184509337)
(40.79167249907259, -73.9596766488128)
(40.7916270864787, -73.95918788892995)
(40.79169388754235, -73.9582531360207)
(40.79173761276837, -73.9582358725398)
(40.79178223208699, -73.95821502399657)
(40.79182786586308, -73.95818928139587)
(40.79187420155503, -73.95816134008805)
(40.79156293300817, -73.95650477374265)
(40.79170140068288, -73.95620180140547)
(40.79176318986537, -73.95609939033865)
(40.7918095377584, -73.9560387982852)
(40.79169373433118, -73.95551727961195)
(40.79164476610377, -73.95546703677029)
(40.79160290301565, -73.95464955191528)
(40.7916015896408, -73.95437539166697)
(40.79194677409925, -73.95349397466482)
(40.79189557008512, -73.95338025038487)
(40.79162783278418, -73.95322112062505)
(40.79167458837043, -73.95318503683949)
(40.7916970641852, -73.95301154289382)
(40.7918481041, -73.96319222092897)
(40.79181134855619, -73.9630560815021)
(40.79177167194095, -73.9629046957815)
(40.79188360717507, -73.96262042681472)
(40.79184128458355, -73.96259379957846)
(40.79186718165139, -73.96240359346707)
(40.79171668549057, -73.96223027453965)
(40.79158326611392, -73.96181692131238)
(40.79192399315122, -73.96122125046095)
(40.79188347548893, -73.96118770494631)
(40.79182643356173, -73.96114450667514)
(40.79192257591173, -73.95812901647884)
(40.79197261893598, -73.95809801253978)
(40.7916421844984, -73.95631427621679)
(40.79185054618083, -73.95597665055462)
(40.79186361405515, -73.95575162349036)
(40.79184866587787, -73.95568667569385)
(40.7918306933917, -73.95542817405048)
(40.79190251565743, -73.95534584137293)
(40.79197327777846, -73.95526664770772)
(40.79163081597337, -73.95452166115832)
(40.79201033099169, -73.95359128600265)
(40.79184223755768, -73.95325262439789)
(40.79183172924279, -73.95308174589317)
(40.79184403649879, -73.95290418618974)
(40.79201444307471, -73.9635690701456)
(40.79194482484299, -73.96345185415451)
(40.79188918183657, -73.96332432451021)
(40.79205321188687, -73.9629981633979)
(40.79203527200442, -73.96293920546016)
(40.7920021418871, -73.9628206008817)
(40.79195691540082, -73.96270437401161)
(40.79194612354594, -73.96243976632215)
(40.79199277582594, -73.96241772678157)
(40.79197110880191, -73.96235650789231)
(40.79202349242525, -73.96233489298734)
(40.7920808073444, -73.96230772033962)
(40.79207358813439, -73.96132436572701)
(40.79202400627613, -73.96129626661538)
(40.7919727565831, -73.96125950965342)
(40.79202449666428, -73.9580732377211)
(40.79207910312663, -73.95805790674486)
(40.79189049148011, -73.95592682765057)
(40.79195304407995, -73.95587909988446)
(40.79200740554003, -73.95585602186563)
(40.79204522373699, -73.9551947186654)
(40.79211821740359, -73.95512539052321)
(40.79214993662237, -73.95375353124862)
(40.79207525271134, -73.95367065973039)
(40.79201131046931, -73.95336781766271)
(40.79193480518916, -73.95323546225698)
(40.79193085813836, -73.95300494904964)
(40.79197586869446, -73.95297541952355)
(40.79193059995934, -73.95284077664643)
(40.79216212295052, -73.96378395099701)
(40.79208888628425, -73.96367677965071)
(40.79211702785638, -73.96310850104862)
(40.79201984300366, -73.96288300489473)
(40.79198064822045, -73.96275653930613)
(40.79208387435845, -73.96238253076763)
(40.79213064560816, -73.96228293639889)
(40.79217955918146, -73.962256778332)
(40.79222966824941, -73.96223194729308)
(40.79216619953361, -73.96137358482092)
(40.7921201855337, -73.96134912446112)
(40.79374535747792, -73.96091738844657)
(40.79213534037711, -73.95805175976457)
(40.79207418298303, -73.95582756960731)
(40.79212572097583, -73.9558038704233)
(40.79217419270993, -73.9557799132608)
(40.79219484843714, -73.95506574856984)
(40.7922742301194, -73.95502332653766)
(40.79249341669375, -73.95421318052843)
(40.79238497571669, -73.9539872574386)
(40.79231250911619, -73.95389667287819)
(40.79222912754822, -73.95381460861104)
(40.79212083553164, -73.95351709244335)
(40.79204302552498, -73.95342483112307)
(40.79205933498525, -73.95291093532505)
(40.79210314920029, -73.95271413687391)
(40.79230088564942, -73.96424501131453)
(40.79229599001263, -73.96400340544241)
(40.79223036954789, -73.96389417150776)
(40.79236966815395, -73.9631467963401)
(40.7923683775423, -73.96307906986189)
(40.79237528411525, -73.96294273397915)
(40.79237993827358, -73.96286734059903)
(40.79240040399178, -73.9627250231177)
(40.79217559895261, -73.962319856711)
(40.79223374490552, -73.96229484142238)
(40.79227279740528, -73.96221133169361)
(40.79232987871102, -73.96217805087946)
(40.79225940338516, -73.96140231058526)
(40.7922122400057, -73.96139082663504)
(40.79251690097112, -73.95833422160176)
(40.79248034708329, -73.95829252873563)
(40.79240946151035, -73.95820847987645)
(40.79233455850935, -73.95813710888972)
(40.79229156655876, -73.95810368641274)
(40.79224470330702, -73.95807303724611)
(40.79218768113181, -73.95805471870231)
(40.79222104538772, -73.95575406477703)
(40.792266183678, -73.95572461326223)
(40.79230969590734, -73.95569366310886)
(40.79254604258107, -73.95446080771636)
(40.79252554437169, -73.9543352452558)
(40.79244747520433, -73.95409461354082)
(40.79224180515042, -73.95358585168852)
(40.79218412524835, -73.95355661020626)
(40.79207947190008, -73.95347556994885)
(40.79219602797949, -73.95264588410089)
(40.79237507040922, -73.96415963317902)
(40.79231837189297, -73.9640426865959)
(40.79241921635538, -73.96316164332164)
(40.7923887782485, -73.96279520581514)
(40.79241673693322, -73.96266002050051)
(40.79243762626924, -73.96259381946658)
(40.79248460322722, -73.96246797921343)
(40.79235417357736, -73.96223730699252)
(40.79238315333803, -73.9621485429059)
(40.79242824530454, -73.96212250342022)
(40.7924081260945, -73.96142230196409)
(40.79235786641264, -73.96142032234171)
(40.79230811996391, -73.96141154420455)
(40.7925924938698, -73.95841025093604)
(40.79255368826248, -73.95837336194789)
(40.79244434805307, -73.95824969916224)
(40.79235303720096, -73.95566096163365)
(40.79239713199601, -73.9556295122615)
(40.79244152559802, -73.95559920195471)
(40.79239026605995, -73.95499077008805)
(40.79257464393804, -73.9546936361772)
(40.79256147636553, -73.95458412791066)
(40.79241026799371, -73.95367725248231)
(40.79235101121073, -73.95363792644702)
(40.79229015585798, -73.95361018717169)
(40.79227316589809, -73.95258929078462)
(40.79234960147168, -73.95253305620511)
(40.79239088392609, -73.95250292092133)
(40.79254940531534, -73.96406555575693)
(40.79262985384833, -73.96400887610582)
(40.7924732537915, -73.96314650822836)
(40.79253069497583, -73.96312542238654)
(40.79259491018112, -73.96309266934591)
(40.79245857177655, -73.96253509367064)
(40.79256481222789, -73.96233357176074)
(40.79252563824314, -73.96213624721993)
(40.79251615436745, -73.96209763210565)
(40.79259897576068, -73.96204175903145)
(40.7924597394569, -73.96141604675702)
(40.79250955856013, -73.96140687608727)
(40.7925794973273, -73.96139164015501)
(40.792637753092, -73.95843960168605)
(40.79237371491205, -73.95817163041477)
(40.7929631749286, -73.95723198702555)
(40.79248858224711, -73.95557421538493)
(40.79253871026106, -73.95555190505452)
(40.7925017926212, -73.95498476104578)
(40.79259870639292, -73.95480242688339)
(40.79259110947869, -73.9538543212502)
(40.79250889353067, -73.95375878768145)
(40.79246875309288, -73.9537204105754)
(40.79247255883055, -73.95244327815831)
(40.79270989773497, -73.9639509408756)
(40.79278780333936, -73.9638912119668)
(40.79263823799157, -73.96306698788119)
(40.79269197373497, -73.96304596719162)
(40.79273388310934, -73.96302427090279)
(40.7926112743868, -73.9622254259993)
(40.79262332779336, -73.96215866963026)
(40.79268502819127, -73.96199377812815)
(40.79262562247304, -73.96138272051405)
(40.79267287082236, -73.96137782400947)
(40.79273408850068, -73.95848554593653)
(40.7926853464956, -73.95846530412263)
(40.79299870087987, -73.95735413947821)
(40.79297359633625, -73.95729225374276)
(40.79296736663358, -73.95717115205545)
(40.79298513548477, -73.95710874301014)
(40.79300988805524, -73.95704915887757)
(40.79259086233657, -73.95553157129824)
(40.79264582367446, -73.95551909937527)
(40.79260608355056, -73.95499884193556)
(40.79264486392596, -73.95492251811939)
(40.79271384371322, -73.95408767081076)
(40.7926876946893, -73.95402891721176)
(40.79262397732905, -73.9539054233863)
(40.79261965001006, -73.95370361885867)
(40.79267372084582, -73.95367670251991)
(40.7927336305132, -73.95364764464672)
(40.79278190103639, -73.95362427947101)
(40.79254759086892, -73.952388299174)
(40.79263025488255, -73.95232766980284)
(40.7928665640138, -73.96383220050417)
(40.79294798165235, -73.96377121599495)
(40.7927772799638, -73.9629989183652)
(40.79282130989668, -73.96297350143756)
(40.79291638662001, -73.96290446572388)
(40.79259013813995, -73.96228298959889)
(40.79272860165721, -73.96202874207192)
(40.792774819106, -73.96199904486697)
(40.79277074445206, -73.9619471424724)
(40.79285570224982, -73.96189252493045)
(40.79282926655032, -73.96138644835044)
(40.79277896235897, -73.9613791920647)
(40.79283753131447, -73.95850695768141)
(40.79278483762178, -73.95850067574028)
(40.79313747127075, -73.95774066408198)
(40.79312319266121, -73.95767298954428)
(40.79305108653273, -73.95697265147861)
(40.79308387610034, -73.95692572972706)
(40.79276065198793, -73.95550195377939)
(40.79280583021991, -73.95549718999311)
(40.79276556388781, -73.95502547903)
(40.79286931051932, -73.95430895690427)
(40.79282771844995, -73.95427019035195)
(40.79274233196646, -73.95414674632082)
(40.79265781615295, -73.95396644573435)
(40.79284422076496, -73.95360849794581)
(40.79273141679246, -73.95225358714302)
(40.79302867489685, -73.96371202512934)
(40.79286490057711, -73.96294527098912)
(40.79296243554695, -73.96286449065285)
(40.79300572354745, -73.96283048534353)
(40.79305201179336, -73.96279040432147)
(40.79282288122981, -73.96196341173065)
(40.79287407273846, -73.96192481813998)
(40.79292880143943, -73.96188467377206)
(40.79293823200514, -73.96183566527263)
(40.79287983573813, -73.96140977098808)
(40.79293558809378, -73.9613792195618)
(40.79297945313319, -73.96135242461588)
(40.79304494041186, -73.96131638317785)
(40.7931528390522, -73.96124283079482)
(40.79334070335665, -73.959382578898)
(40.79333003512338, -73.95931844199518)
(40.79330077501972, -73.95912706888572)
(40.79329333869029, -73.95897845714563)
(40.79289249722849, -73.95850551501177)
(40.79294987489658, -73.95849941191445)
(40.79321399090847, -73.95793117141854)
(40.79303945468213, -73.95740801122643)
(40.79312190882364, -73.95688086697581)
(40.79319532206546, -73.9567905368352)
(40.79333018838031, -73.95637990880694)
(40.79332926955729, -73.95613879048844)
(40.79331945042179, -73.9560002873214)
(40.79292398479989, -73.9554939626311)
(40.792965383744, -73.95505982921706)
(40.79286820412863, -73.95504808019817)
(40.79311029270198, -73.95471259230199)
(40.79301473910731, -73.9544180885719)
(40.79296217886963, -73.9543808468415)
(40.79291687463328, -73.95434382733947)
(40.79300973822728, -73.95369031617305)
(40.79296221437799, -73.95364694815841)
(40.79290678840712, -73.95361902766335)
(40.79280715046768, -73.95219824935076)
(40.79287978801666, -73.95214497437857)
(40.79310757647153, -73.96365453822578)
(40.79318661577227, -73.96359696162187)
(40.79311330391771, -73.96274685274412)
(40.79315925273692, -73.96270646440419)
(40.79320494177213, -73.96266320719918)
(40.79324908926352, -73.96208926315794)
(40.79321725010112, -73.96202476148382)
(40.79316230400667, -73.96188797743817)
(40.79302187535461, -73.96181050584143)
(40.79306324822882, -73.96177483773998)
(40.7931012895546, -73.96171952443687)
(40.79309366676258, -73.96128967978915)
(40.79320890864616, -73.9611978973754)
(40.79326075175765, -73.96114852788084)
